sale_price,meta_class,meta_town_code,meta_nbhd,meta_certified_est_bldg,meta_certified_est_land,meta_cdu,meta_deed_type,char_hd_sf,char_age,char_apts,char_ext_wall,char_roof_cnst,char_rooms,char_beds,char_bsmt,char_bsmt_fin,char_heat,char_oheat,char_air,char_frpl,char_attic_type,char_fbath,char_hbath,char_tp_plan,char_tp_dsgn,char_cnst_qlty,char_site,char_gar1_size,char_gar1_cnst,char_gar1_att,char_gar1_area,char_ot_impr,char_bldg_sf,char_repair_cnd,char_use,char_type_resd,char_attic_fnsh,char_renovation,char_porch,geo_property_city,geo_property_zip,geo_tract_pop,geo_white_perc,geo_black_perc,geo_asian_perc,geo_his_perc,geo_other_perc,geo_fips,geo_municipality,geo_ohare_noise,geo_floodplain,geo_fs_flood_factor,geo_fs_flood_risk_direction,geo_withinmr100,geo_withinmr101300,geo_school_elem_district,geo_school_hs_district,econ_tax_rate,econ_midincome,ind_large_home,ind_garage,ind_arms_length
48800,202,15,15020,50850,25920,NA,O,3050,108,NA,1,1,5,3,1,1,1,5,1,0,2,1,0,1,2,2,2,1,1,2,2,0,720,2,1,1,1,NA,1,CICERO,60804,3376,0.03584123222748815,0.02577014218009478,0,0.9369075829383886,0.00296208530805687,14351,Cicero,0,0,3,1,0,1,SCHOOL DISTRICT  99,BERWYN CICERO STICKNEY HIGH SCHOOL 201,15.445,48233,FALSE,TRUE,TRUE
234900,203,71,71171,189440,53620,NA,O,4125,89,NA,2,1,5,2,1,1,2,5,2,0,2,1,0,2,2,2,2,3,1,2,2,0,1580,2,1,5,1,NA,NA,CHICAGO,60641,5325,0.3646948356807512,0.00469483568075117,0.07192488262910798,0.5521126760563381,0.01126760563380281,14000,Chicago,0,0,1,0,0,0,CAMRAS,FOREMAN HS,6.813,59917,FALSE,TRUE,TRUE
333000,278,18,18012,218890,59660,NA,W,10376,20,NA,1,1,9,4,1,3,1,5,1,1,3,2,1,2,1,2,2,4,1,1,1,0,2344,2,1,2,NA,NA,NA,BARTLETT,60103,12447,0.544629227926408,0.02024584237165582,0.26351731340885354,0.1408371495139391,0.04997188077448381,04013,Bartlett,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,12.897,97684,FALSE,TRUE,TRUE
41150,202,72,72221,70730,20840,NA,W,3790,88,NA,1,1,4,2,2,3,1,5,2,0,3,1,0,2,2,2,2,3,1,2,2,0,989,2,1,1,NA,NA,NA,CHICAGO,60620,2310,0,0.9696969696969696,0.00259740259740259,0.0277056277056277,0,14000,Chicago,0,0,1,0,0,0,CUFFE,HIRSCH HS,6.835999999999999,41985,FALSE,TRUE,TRUE
312500,203,16,16030,201110,50050,NA,W,10010,62,NA,2,1,5,3,1,3,1,5,1,0,3,1,0,2,NA,2,2,3,1,2,2,0,1413,2,1,1,NA,NA,NA,MOUNT PROSPECT,60056,4396,0.8742038216560509,0.00250227479526842,0.07893539581437671,0.02570518653321201,0.0373066424021838,51089,Mount Prospect,0,0,1,0,0,0,SCHOOL DISTRICT  57,ARLINGTON HTS TWNSHP H S 214,10.354,76350,FALSE,TRUE,TRUE
75500,203,18,18020,106340,23860,NA,W,8677,56,NA,1,1,5,3,2,3,1,5,1,0,3,1,0,2,2,2,2,2,1,2,2,0,1060,2,1,1,NA,NA,NA,STREAMWOOD,60107,5601,0.48044991965720407,0.01553294054633101,0.03195857882520978,0.4642028209248349,0.01571148009284056,73157,Streamwood,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,10.858,64310,FALSE,TRUE,TRUE
62000,203,32,32130,66120,22230,AV,W,7412,57,NA,2,1,5,2,4,3,1,5,1,0,1,1,0,NA,NA,2,2,2,1,2,2,0,1067,2,1,1,3,NA,NA,MATTESON,60443,2596,0.2014637904468413,0.6471494607087828,0.03274268104776579,0.08513097072419107,0.06702619414483821,47540,Matteson,0,0,1,0,0,0,SCHOOL DISTRICT 162,RICH TOWNSHIP HIGH SCHOOL  227,14.954,54575,FALSE,TRUE,TRUE
672500,203,23,23141,345850,172060,NA,W,8603,62,NA,3,2,5,3,2,3,2,5,2,0,3,1,1,1,NA,2,2,7,NA,NA,NA,0,1623,2,1,1,NA,NA,NA,WILMETTE,60091,3503,0.8526976876962603,0.00685127033970882,0.07622038252926064,0.03968027405081359,0.04910077076791321,82075,Wilmette,0,0,1,0,0,1,SCH DISTRICT 39,NEW TRIER TOWNSHIP HIGH SCHOOL  203,7.808,194423,FALSE,FALSE,TRUE
175000,295,35,35109,124200,24750,NA,W,1800,46,NA,3,1,6,3,2,3,1,5,1,0,1,1,1,2,2,2,2,7,NA,NA,NA,0,1380,2,1,1,3,NA,NA,SCHAUMBURG,60194,4828,0.4496685998342999,0.0356255178127589,0.3740679370339685,0.11888980944490472,0.03769676884838442,68003,Schaumburg,0,0,1,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,9.833,95527,FALSE,FALSE,TRUE
6850,203,72,72330,64300,21090,NA,O,4687,112,NA,1,1,5,3,1,3,1,5,2,0,2,1,1,2,2,2,2,2,1,2,2,0,1625,2,1,5,1,NA,NA,CHICAGO,60628,4239,0.01344656758669497,0.96414248643548,0.00283085633404104,0.00424628450106157,0.01981599433828733,14000,Chicago,0,0,1,0,0,0,"HUGHES, L",JULIAN HS,6.848,24727,FALSE,TRUE,FALSE
315000,203,20,20070,240990,45310,NA,W,6250,64,NA,2,1,7,3,3,1,1,5,1,1,3,1,1,2,NA,2,2,3,1,2,2,0,1714,2,1,1,NA,NA,NA,ELMWOOD PARK,60707,4125,0.7832727272727272,0.02327272727272727,0.06642424242424243,0.11272727272727272,0.0286060606060606,23724,Elmwood Park,0,0,1,0,0,0,SCHOOL DISTRICT UNIT  401,SCHOOL DISTRICT UNIT  401,11.643,80208,FALSE,TRUE,TRUE
357000,234,38,38010,242730,38700,NA,W,9108,51,NA,1,1,7,4,3,1,1,5,1,0,3,2,1,2,NA,2,2,3,1,1,2,0,1813,2,1,4,NA,NA,NA,MOUNT PROSPECT,60056,7037,0.5918715361659799,0.00497371038794941,0.17677987778883048,0.2181327270143527,0.0113684808867415,51089,Mount Prospect,0,0,1,0,0,0,SCHOOL DISTRICT  26,ARLINGTON HTS TWNSHP H S 214,11.733,90106,FALSE,TRUE,TRUE
320000,234,29,29070,272790,48150,NA,W,10702,50,NA,3,1,6,4,3,1,1,5,1,1,3,2,1,NA,NA,2,2,3,3,1,2,0,1419,2,1,4,NA,NA,NA,PALATINE,60074,7272,0.7002200220022002,0.02296479647964796,0.11688668866886688,0.15154015401540155,0.01677667766776677,57225,Palatine,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,10.099880418535127,95089,FALSE,TRUE,TRUE
40000,212,77,77013,121890,28120,NA,W,3750,101,5,2,2,9,6,3,3,2,5,2,0,1,4,1,2,2,2,2,2,2,2,2,0,2964,2,2,2,3,NA,NA,CHICAGO,60651,4487,0.01448629373746378,0.7243146868731892,0.01537775796746155,0.24582126142188543,0,14000,Chicago,0,0,1,0,0,0,HAY,ORR HS,6.867,47875,FALSE,TRUE,TRUE
205000,205,31,31170,194340,25830,NA,W,4305,65,NA,2,1,6,3,1,3,1,5,1,0,3,1,1,NA,NA,2,2,3,2,2,2,0,1432,2,1,2,NA,NA,NA,NORTH RIVERSIDE,60546,4116,0.304421768707483,0.39528668610301265,0.13241010689990282,0.16229348882410108,0.01117589893100097,54144,North Riverside,0,0,4,0,0,0,SCHOOL DISTRICT 94,RIVERSIDE BROOKFIELD HIGH SCHOOL 208,8.438,60066,FALSE,TRUE,TRUE
282000,295,38,38050,193480,13200,NA,T,2640,51,NA,1,1,5,2,3,1,1,5,1,1,2,1,1,2,2,2,2,1,3,1,2,0,1554,2,1,2,3,NA,NA,ARLINGTON HEIGHTS,60004,4746,0.8314369995785925,0.02064896755162242,0.07796038769490098,0.05689001264222503,0.02612726506531816,02154,Arlington Heights,0,0,6,1,0,0,SCHOOL DISTRICT 25,ARLINGTON HTS TWNSHP H S 214,9.849,102520,FALSE,TRUE,TRUE
476000,295,21,21064,315680,30090,NA,W,5471,23,NA,2,1,7,3,2,3,1,5,1,1,2,2,1,2,1,2,2,3,2,1,1,0,2220,2,1,5,1,NA,NA,BURR RIDGE,60527,7043,0.8795967627431492,0.01050688627005537,0.06119551327559278,0.03507028255004969,0.02456339627999432,09980,Burr Ridge,0,0,1,0,0,0,SCHOOL DISTRICT 107,LYONS TOWNSHIP HIGH SCHOOL  204,7.622,100339,FALSE,TRUE,TRUE
339900,207,35,35040,222350,46710,NA,T,10992,43,NA,1,1,7,4,2,3,1,5,1,1,2,2,1,2,NA,2,2,1,1,1,2,0,1672,2,1,2,3,NA,NA,SCHAUMBURG,60194,3762,0.7583732057416268,0.03561935140882509,0.10659223817118554,0.06539074960127592,0.06246677299308878,68003,Schaumburg,0,0,1,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,9.854,78317,FALSE,TRUE,TRUE
122900,234,12,12061,75570,28760,NA,W,7192,58,NA,3,1,5,3,3,1,1,5,2,0,3,1,0,NA,NA,2,2,3,3,1,2,0,1148,2,1,4,NA,NA,NA,CHICAGO HEIGHTS,60411,5669,0.35791144822720056,0.46004586346798376,0.00970188745810548,0.15628858705239018,0.02645969306756041,14026,Chicago Heights,0,0,1,0,0,0,SCHOOL DISTRICT  170,BLOOM TOWNSHIP HIGH SCHOOL  206,19.279,88225,FALSE,TRUE,TRUE
120000,203,72,72380,145110,35410,NA,O,4166,58,NA,3,1,6,3,4,3,1,5,1,0,1,1,1,2,NA,2,2,3,2,2,2,0,1441,2,1,5,1,NA,NA,CHICAGO,60638,5886,0.4712878015630309,0.02446483180428134,0,0.49864084267753994,0.01121304791029561,14000,Chicago,0,0,6,1,0,0,BYRNE,KENNEDY HS,6.448348513011153,70102,FALSE,TRUE,TRUE
125000,295,18,18012,130730,20100,NA,W,3497,22,NA,1,1,5,2,2,3,1,5,1,0,3,2,1,2,NA,2,2,3,1,1,1,0,1504,2,1,2,NA,NA,NA,BARTLETT,60103,12447,0.544629227926408,0.02024584237165582,0.26351731340885354,0.1408371495139391,0.04997188077448381,04013,Bartlett,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,12.649,97684,FALSE,TRUE,TRUE
1167000,206,23,23080,1093700,408260,NA,W,35501,87,NA,4,1,9,4,1,3,2,5,2,1,3,2,1,2,2,1,2,3,1,2,2,0,3336,2,1,2,NA,NA,1,WINNETKA,60093,5279,0.9143777230536086,0.00303087706004925,0.02292100776662246,0.03371850729304793,0.04110627012691797,82530,Winnetka,0,0,1,0,0,0,SCH DISTRICT 36,NEW TRIER TOWNSHIP HIGH SCHOOL  203,7.792465587044534,211042,FALSE,TRUE,TRUE
162500,234,39,39211,165440,24210,NA,O,5382,36,NA,3,1,5,3,3,1,1,5,2,1,3,2,0,2,NA,2,2,3,2,1,2,0,1080,2,1,4,NA,NA,NA,CRESTWOOD,60418,6296,0.9027954256670904,0.02636594663278272,0.02445997458703939,0.04606099110546378,3.176620076238882e-4,17497,Crestwood,0,0,1,0,0,0,SCHOOL DISTRICT 130,COMMUNITY HIGH SCHOOL  218,11.33,63017,FALSE,TRUE,TRUE
130000,203,12,12082,66600,49880,NA,W,19955,64,NA,2,1,6,3,2,3,1,5,2,0,3,1,0,NA,NA,2,2,7,NA,NA,NA,0,1568,2,1,1,NA,NA,NA,CHICAGO HEIGHTS,60411,5492,0.2753095411507647,0.21576839038601603,0.00163874726875455,0.4765112891478514,0.05462490895848507,14026,Chicago Heights,0,0,6,1,0,0,SCHOOL DISTRICT  170,BLOOM TOWNSHIP HIGH SCHOOL  206,19.129,48763,FALSE,FALSE,TRUE
565000,278,35,35117,542060,81930,NA,W,10925,25,NA,2,1,8,4,1,3,1,5,1,1,2,2,1,2,NA,2,2,5,2,1,2,0,3696,2,1,2,1,NA,2,SCHAUMBURG,60173,5591,0.5383652298336612,0.02199964228223931,0.35646574852441426,0.02504024324807726,0.11178680021463064,68003,Schaumburg,0,0,1,0,0,1,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,9.414,95315,FALSE,TRUE,TRUE
1200000,208,25,25100,1008740,108740,NA,W,13593,4,NA,2,4,9,4,1,1,1,5,1,2,2,4,1,2,1,2,2,4,2,1,1,0,4960,2,1,2,1,NA,NA,GLENVIEW,60025,3481,0.8692904337833955,0.02786555587474863,0.06980752657282391,0.01005458201666188,0.04136742315426602,29938,Glenview,0,0,1,0,0,0,SCHOOL DISTRICT C C 34,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.414,150862,TRUE,TRUE,TRUE
230000,203,24,24031,213810,36010,NA,W,5762,57,NA,2,1,6,4,1,3,1,5,1,0,3,1,1,2,2,2,2,1,2,1,2,0,1425,2,1,1,NA,NA,NA,SKOKIE,60077,7783,0.4296543749196968,0.06822561994089682,0.29602980855711164,0.1334960812026211,0.1451882307593473,70122,Skokie,0,0,1,0,0,1,SCHOOL DISTRICT 69,COMMUNITY HIGH SCHOOL  219,12.808,58958,FALSE,TRUE,TRUE
500000,211,77,77051,440770,84510,NA,W,2817,127,2,1,1,6,4,1,3,1,5,2,0,3,2,0,2,2,2,2,3,1,2,2,0,2088,2,2,2,NA,NA,NA,CHICAGO,60622,3878,0.6993295513151109,0.01057246003094378,0.05492521918514698,0.19365652398143376,0.07813305827746261,14000,Chicago,0,0,4,0,0,1,TALCOTT,WELLS HS,7.145,133951,FALSE,TRUE,TRUE
220000,234,13,13100,167260,25710,NA,T,6050,50,NA,3,1,6,3,3,1,1,5,1,0,3,1,1,2,2,2,2,3,1,2,2,0,1179,2,1,4,NA,NA,NA,CRESTWOOD,60418,7035,0.83354655294953806,0.06865671641791045,0.0208955223880597,0.07690120824449183,0,17497,Crestwood,0,0,1,0,0,0,SCHOOL DISTRICT 130,COMMUNITY HIGH SCHOOL  218,11.365,66027,FALSE,TRUE,TRUE
160000,211,77,77102,134280,31250,NA,T,3125,126,3,2,2,12,6,1,2,2,5,2,0,3,3,0,2,2,2,2,7,NA,NA,NA,0,3429,2,2,2,NA,NA,NA,CHICAGO,60624,2164,0.06608133086876156,0.9135859519408502,0,0.02033271719038817,0,14000,Chicago,0,0,1,0,0,0,BEIDLER,MARSHALL HS,6.832,13736,FALSE,FALSE,TRUE
197500,202,72,72200,72550,33070,NA,W,4725,63,NA,1,1,4,2,2,3,1,5,2,0,3,1,0,NA,NA,2,2,7,NA,NA,NA,0,888,2,1,1,NA,NA,NA,CHICAGO,60652,6643,0.0490742134577751,0.6105675146771037,0.01249435496010838,0.2992623814541623,0.0555471925334939,14000,Chicago,0,0,1,0,0,0,DAWES,BOGAN HS,6.933,68241,FALSE,FALSE,TRUE
60000,295,18,18011,92860,22410,NA,O,5603,34,NA,1,1,4,2,2,3,1,5,1,0,3,1,0,2,NA,2,2,2,1,1,2,0,900,1,1,1,NA,NA,NA,ELGIN,60120,6703,0.2980754885871998,0.04356258391764881,0.1087572728628972,0.5376697001342683,0.02133373116514993,23074,Elgin,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,10.681,62727,FALSE,TRUE,TRUE
675000,205,23,23141,472810,101240,NA,W,6136,75,NA,1,1,7,4,3,3,1,5,1,1,3,2,1,2,2,2,2,1,1,1,1,0,1863,2,1,2,NA,NA,NA,WILMETTE,60091,3503,0.8526976876962603,0.00685127033970882,0.07622038252926064,0.03968027405081359,0.04910077076791321,82075,Wilmette,0,0,1,0,0,1,SCH DISTRICT 39,NEW TRIER TOWNSHIP HIGH SCHOOL  203,8.764,194423,FALSE,TRUE,TRUE
440000,207,35,35110,296670,68280,NA,T,9104,38,NA,1,1,8,4,3,3,1,5,1,1,3,2,1,2,NA,2,2,3,1,1,1,0,1912,2,1,2,NA,NA,NA,SCHAUMBURG,60193,7135,0.6505956552207428,0.02102312543798178,0.1925718290119131,0.11548703573931324,0.02032235459004905,68003,Schaumburg,0,0,1,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,9.97,73136,FALSE,TRUE,TRUE
5500,202,72,72330,58540,23430,NA,O,4687,119,NA,1,1,5,2,1,1,1,5,2,0,2,1,0,2,NA,2,2,3,1,2,2,0,957,2,1,1,3,NA,NA,CHICAGO,60628,4239,0.01344656758669497,0.96414248643548,0.00283085633404104,0.00424628450106157,0.01981599433828733,14000,Chicago,0,0,4,1,0,0,LAVIZZO,CORLISS HS,7.162,24727,FALSE,TRUE,FALSE
175000,234,13,13130,127800,27910,AV,T,7976,52,NA,3,1,6,3,3,1,2,5,2,0,3,1,0,NA,NA,2,2,1,1,1,2,0,1288,2,1,4,NA,NA,1,OAK FOREST,60452,7647,0.8387602981561396,0.02706943899568458,0.02680789852229632,0.09650843468026678,0.02170785929122531,54638,Oak Forest,0,0,1,0,0,0,SCHOOL DISTRICT  142,COMMUNITY HIGH SCHOOL  228,13.113,66024,FALSE,TRUE,TRUE
126000,203,31,31030,111240,25870,NA,O,7393,64,NA,1,1,6,4,2,3,1,2,2,0,3,2,0,2,NA,2,2,3,1,2,2,0,1466,2,1,1,NA,NA,NA,BROADVIEW,60155,5717,0.13031310127689347,0.7818786076613609,0.0127689347559909,0.02221444813713486,0.1056498163372398,08446,Broadview,0,0,1,0,0,0,SCHOOL DISTRICT 94,PROVISO TOWNSHIP HIGH SCHOOL 209,12.391,47847,FALSE,TRUE,TRUE
230000,204,13,13130,170320,24750,NA,W,6600,55,NA,3,1,11,5,4,3,1,5,1,0,3,2,1,2,2,2,2,3,1,2,2,0,1962,2,1,1,NA,NA,NA,OAK FOREST,60452,4834,0.6853537443111295,0.08254033926354985,0.05192387256930078,0.1621845262722383,0.0359950351675631,54638,Oak Forest,0,0,1,0,0,0,SCHOOL DISTRICT 145,COMMUNITY HIGH SCHOOL  228,14.744,63931,FALSE,TRUE,TRUE
16500,202,72,72130,72900,21000,AV,W,3500,89,NA,1,1,5,2,1,3,1,5,2,0,1,1,0,NA,NA,2,2,1,1,2,2,0,872,2,1,1,3,NA,1,CHICAGO,60636,1263,0,0.980997624703088,0,0.01900237529691211,0,14000,Chicago,0,0,3,1,0,0,LANGFORD,HOPE HS,6.398992021276595,22219,FALSE,TRUE,TRUE
329000,208,39,39030,399610,36970,NA,O,7784,10,NA,3,1,9,5,3,1,1,5,1,1,3,2,1,2,2,2,2,5,2,1,1,0,4128,2,1,2,NA,NA,NA,OAK LAWN,60453,3798,0.7659294365455502,0.03264876250658241,0.00842548709847288,0.16245392311743023,0.03765139547130068,54820,Oak Lawn,0,0,1,0,0,0,SCHOOL DISTRICT  122,COMMUNITY HIGH SCHOOL  229,12.116,63973,TRUE,TRUE,TRUE
535000,211,73,73011,308970,166320,NA,W,4158,96,3,2,2,18,9,1,3,2,5,2,0,3,3,0,2,NA,2,2,5,2,2,2,0,3762,2,2,3,NA,NA,1,CHICAGO,60659,5966,0.22075092189071405,0.22896413007039892,0.24388199798860208,0.24522292993630573,0.12236004022795843,14000,Chicago,0,0,1,0,0,1,HAYT,SENN HS,6.786,49901,FALSE,TRUE,TRUE
171000,295,18,18060,127800,21910,NA,W,2307,19,NA,1,1,5,2,1,1,1,5,1,0,3,1,1,2,NA,2,2,3,1,1,1,0,1406,2,1,2,NA,NA,NA,STREAMWOOD,60107,2365,0.3226215644820296,0.0904862579281184,0.13446088794926003,0.4249471458773784,0.05243128964059197,73157,Streamwood,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,10.929,62063,FALSE,TRUE,TRUE
46000,234,37,37021,87310,19090,NA,O,5875,53,NA,2,1,7,4,3,1,1,5,1,0,3,1,1,NA,NA,2,2,3,2,2,2,0,1222,2,1,4,NA,NA,NA,DOLTON,60419,5062,0.03694192018964836,0.8792967206637693,0.01027261951797708,0.03259581193204267,0.08178585539312525,20292,Dolton,0,0,6,1,0,0,SCHOOL DISTRICT  149,THORNTON TOWNSHIP HIGH SCHOOL  205,23.076,53221,FALSE,TRUE,TRUE
11500,202,72,72330,63500,18600,NA,O,3720,95,NA,1,5,7,4,1,1,1,5,2,0,1,1,0,NA,NA,2,2,3,2,2,2,0,880,2,1,1,1,NA,1,CHICAGO,60628,2720,0,0.9955882352941176,0,0.00441176470588235,0,14000,Chicago,0,0,1,0,0,0,"HUGHES, L",HARLAN HS,7.162,39787,FALSE,TRUE,TRUE
20000,202,12,12084,54920,17090,NA,T,6215,62,NA,2,1,5,3,1,3,1,5,1,0,3,1,0,2,2,2,2,7,NA,NA,NA,0,893,2,1,1,NA,NA,NA,CHICAGO HEIGHTS,60411,3542,0.07679277244494635,0.4297007340485602,2.82326369282891e-4,0.45087521174477696,0.04432523997741389,14026,Chicago Heights,0,0,1,0,0,0,SCHOOL DISTRICT  170,BLOOM TOWNSHIP HIGH SCHOOL  206,19.129,26167,FALSE,FALSE,TRUE
115000,202,39,39211,96260,20150,NA,O,5375,60,NA,2,1,6,3,2,3,1,5,2,0,1,1,1,NA,NA,2,2,3,1,2,2,0,996,2,1,5,1,NA,NA,ALSIP,60803,4311,0.6112270934817907,0.1336116910229645,0.00139178844815588,0.24031547204824863,0.02690790999768035,01010,Alsip,0,0,1,0,0,0,SCHOOL DISTRICT  126,COMMUNITY HIGH SCHOOL  218,14.413,63065,FALSE,TRUE,TRUE
285000,204,28,28045,272050,42780,NA,T,9507,33,NA,3,1,7,3,3,3,1,5,2,1,3,2,0,2,NA,2,2,3,2,1,2,0,2160,2,1,1,NA,NA,NA,TINLEY PARK,60487,9619,0.8735835325917455,0.01060401289115292,0.04678240981390997,0.05832207090134109,0.021415947603701,75484,Tinley Park,0,0,1,0,0,0,SCHOOL DISTRICT  140,CONSOLIDATED HIGH SCHOOL  230,10.903,97899,FALSE,TRUE,TRUE
159900,203,72,72200,94250,29390,NA,W,4199,60,NA,1,1,4,2,2,3,1,5,2,0,3,1,0,NA,NA,2,2,1,1,2,2,0,1084,2,1,1,NA,NA,NA,CHICAGO,60652,6643,0.0490742134577751,0.6105675146771037,0.01249435496010838,0.2992623814541623,0.0555471925334939,14000,Chicago,0,0,1,0,0,0,DAWES,BOGAN HS,6.876,68241,FALSE,TRUE,TRUE
130000,202,72,72030,93890,28120,NA,W,3125,61,NA,1,1,4,2,2,3,1,5,2,0,3,1,0,NA,NA,2,2,7,NA,NA,NA,0,874,2,1,1,NA,NA,NA,CHICAGO,60629,4503,0.08860759493670886,0.01021541194759049,0,0.8996224739062847,0.00310903841883189,14000,Chicago,0,0,1,0,0,0,SANDOVAL,SOLORIO HS,6.917,64861,FALSE,FALSE,TRUE
192500,203,70,70111,106560,31750,NA,W,4536,59,NA,2,1,5,3,1,1,1,5,2,0,3,1,0,2,2,2,2,3,1,2,2,0,1008,2,1,1,NA,NA,NA,CHICAGO,60619,1807,0,0.9955727725511898,0,0.00442722744881018,0,14000,Chicago,0,0,1,0,0,0,GILLESPIE,HARLAN HS,7.154024498886415,71417,FALSE,TRUE,TRUE
1145000,206,23,23022,811770,140400,NA,W,8640,96,NA,1,1,9,4,3,3,1,5,1,1,2,3,1,2,2,2,2,1,2,1,1,0,3100,2,1,2,1,NA,NA,WINNETKA,60093,3517,0.8913847028717657,0,0.03326698891100369,0.04492465169178276,0.06084731305089565,82530,Winnetka,0,0,1,0,0,0,SCH DISTRICT 36,NEW TRIER TOWNSHIP HIGH SCHOOL  203,7.792465587044534,204148,FALSE,TRUE,TRUE
505000,211,73,73092,432840,181250,AV,T,3125,91,2,2,2,12,6,1,3,2,5,2,0,3,2,0,2,NA,2,2,3,1,2,2,0,2394,2,2,2,NA,NA,1,CHICAGO,60657,2981,0.8319355920831936,0.02515934250251593,0.05702784300570279,0.05166051660516605,0.06843341160684334,14000,Chicago,0,0,1,0,0,0,NETTELHORST,LAKE VIEW HS,7.145,80595,FALSE,TRUE,TRUE
275000,234,16,16051,225820,34370,NA,T,6875,52,NA,3,1,7,3,3,1,1,5,2,0,3,2,0,NA,NA,2,2,3,3,1,2,0,1177,2,1,4,NA,NA,NA,DES PLAINES,60016,5250,0.7758095238095238,5.714285714285715e-4,0.10095238095238096,0.10742857142857144,0.03047619047619047,19642,Des Plaines,0,0,1,0,0,0,SCHOOL DISTRICT C C  59,ARLINGTON HTS TWNSHP H S 214,9.261,83876,FALSE,TRUE,TRUE
86000,202,37,37185,68770,23430,NA,W,6250,78,NA,1,1,6,3,1,3,1,5,2,1,2,2,0,2,2,2,2,2,1,2,2,0,858,2,1,1,3,NA,NA,LANSING,60438,4816,0.5371677740863787,0.29485049833887045,0.01474252491694352,0.1532392026578073,0,42028,Lansing,0,0,1,0,0,0,SCHOOL DISTRICT 158,THORNTON TWP FRACTIONAL HIGH SCHOOL 215,18.385,54940,FALSE,TRUE,TRUE
243000,234,22,22093,156410,35310,NA,W,7063,54,NA,3,1,7,3,3,1,1,5,1,0,3,1,1,NA,NA,2,2,3,1,2,2,0,1131,2,1,4,NA,NA,NA,DES PLAINES,60018,5211,0.3454231433506045,0.02629053924390712,0.08712339282287469,0.5302245250431779,0.02014968336211859,19642,Des Plaines,0,0,1,0,0,0,SCHOOL DISTRICT C C  62,MAINE TOWNSHIP HIGH SCHOOL  207,10.84,63112,FALSE,TRUE,TRUE
166000,203,15,15030,73920,35340,NA,W,4158,97,NA,2,1,5,3,1,3,2,5,2,0,3,1,0,NA,NA,2,2,3,1,2,2,0,1142,2,1,1,NA,NA,1,CICERO,60804,6490,0.04283513097072419,0.03944530046224961,0.01525423728813559,0.8942989214175655,0.00955315870570107,14351,Cicero,0,0,1,0,0,0,SCHOOL DISTRICT  99,BERWYN CICERO STICKNEY HIGH SCHOOL 201,16.331,55168,FALSE,TRUE,TRUE
380000,212,76,76030,404290,53190,NA,W,1773,11,3,2,2,13,4,3,3,1,5,1,0,3,3,1,2,2,2,2,7,NA,NA,NA,0,2632,2,2,2,NA,NA,NA,CHICAGO,60616,7072,0.04920814479638009,0.03676470588235294,0.8864536199095022,0.02531108597285068,0.00452488687782805,14000,Chicago,0,0,1,0,1,0,HAINES,PHILLIPS HS,6.396,30676,FALSE,FALSE,TRUE
325000,203,38,38070,262500,39060,NA,W,6250,70,NA,2,1,6,3,3,3,2,5,2,0,2,1,0,NA,NA,2,2,1,1,2,2,0,1169,2,1,1,3,NA,NA,ARLINGTON HEIGHTS,60004,3378,0.9360568383658968,0.00177619893428063,0.02279455298993487,0.02190645352279455,0.03493191237418591,02154,Arlington Heights,0,0,1,0,0,0,SCHOOL DISTRICT 25,ARLINGTON HTS TWNSHP H S 214,10.025,117772,FALSE,TRUE,TRUE
550000,295,71,71082,518310,27410,NA,W,1246,11,NA,2,1,7,4,2,3,1,5,1,0,3,3,1,2,2,2,2,3,2,1,1,0,2324,2,1,3,NA,NA,NA,CHICAGO,60618,3684,0.4769272529858849,0.03800217155266015,0.08523344191096634,0.3707926167209555,0.0491313789359392,14000,Chicago,0,0,1,0,0,0,VON LINNE,SCHURZ HS,7.261831325301205,70234,FALSE,TRUE,TRUE
635000,211,71,71070,342190,54670,NA,W,3905,107,2,2,1,10,6,3,1,1,5,2,0,3,3,0,2,2,2,2,5,2,2,2,0,3482,2,2,2,NA,NA,NA,CHICAGO,60647,3230,0.2303405572755418,0.04643962848297214,0.01455108359133127,0.6910216718266254,0.03529411764705882,14000,Chicago,0,0,1,0,0,0,MOZART,KELVYN PARK HS,7.145,65417,FALSE,TRUE,TRUE
